t,x,y,yaw,v
10.9000,12.7066,10.5028,0.751181,0.0000
10.9200,12.7076,10.5037,0.751181,0.0000
10.9400,12.7087,10.5047,0.751181,0.0000
10.9600,12.7097,10.5056,0.751181,0.0000
10.9800,12.7107,10.5066,0.751181,0.0000
11.0000,12.7117,10.5075,0.751181,0.0000
11.0200,12.7127,10.5085,0.751181,0.0000
11.0400,12.7138,10.5095,0.751181,0.0000
11.0600,12.7148,10.5104,0.751181,0.0000
11.0800,12.7158,10.5114,0.751181,0.0000
11.1000,12.7168,10.5123,0.751181,0.0000
11.1200,12.7179,10.5133,0.751181,0.0000
